year,chinese_code,name,landfall_time,landfall_lat,landfall_lon,landfall_wind_speed,landfall_pressure,landfall_wind_category,max_wind,max_wind_category,landfall_date,month,date,RMM1,RMM2,phase,amplitude,formation_region,typhoon_category,landfall_region
1986,8616,Wayne,1986-08-22 00:00:00,23.977618823147743,120.33285646944324,35.0,965.0,2,45.0,2,1986-08-22,8,1986-08-22,-0.9382339386780392,2.0005919365682754,7.0,2.2096721522319345,South WNP,TCs,south China
1986,8617,Abby,1986-09-19 06:00:00,23.41329255389691,121.47621960435936,45.0,946.0,2,50.0,2,1986-09-19,9,1986-09-19,0.5390868995458347,1.3404332465084026,6.0,1.444775405939275,Open WNP,TCs,south China
1987,8704,Thelma,1987-07-16 18:00:00,45.14701158221855,132.4571632430212,12.0,990.0,0,60.0,3,1987-07-16,7,1987-07-16,0.0739484090922907,1.4120547352190382,6.0,1.4139897250198776,Open WNP,TCs,east/north China
1987,8705,Vernon,1987-07-21 06:00:00,24.420636935078644,121.78730095778792,25.0,990.0,1,30.0,1,1987-07-21,7,1987-07-21,-0.7256767239446824,0.899092395777023,7.0,1.1554106818872474,Open WNP,Storms,east/north China
1987,8707,Alex,1987-07-27 18:00:00,27.818069195852317,120.78425744055302,25.0,985.0,1,35.0,2,1987-07-27,7,1987-07-27,-1.4409934803701834,0.0563057677262255,8.0,1.4420931141741902,South WNP,TCs,east/north China
1987,8710,Cary,1987-08-21 18:00:00,18.294780273071364,109.20782959039296,35.0,970.0,2,40.0,2,1987-08-21,8,1987-08-21,1.817439905183282,-0.3596198495034086,4.0,1.852677588008629,South WNP,TCs,south China
1987,8712,Gerald,1987-09-10 12:00:00,24.60125368783701,118.670353981854,30.0,980.0,1,45.0,2,1987-09-10,9,1987-09-10,0.4234563604009322,1.0112046385221356,6.0,1.096289245652208,South WNP,TCs,east/north China
1987,8719,Lynn,1987-10-28 06:00:00,22.14099153494784,113.40115736866083,10.0,1008.0,0,70.0,3,1987-10-28,10,1987-10-28,-0.808524740559911,-1.2320204847265035,2.0,1.4736304594039848,Open WNP,TCs,south China
1988,8804,Vanessa,1988-06-29 12:00:00,21.865393766972947,112.95576770550451,15.0,1000.0,0,25.0,1,1988-06-29,6,1988-06-29,-0.6793966294007651,-0.8064164512972671,2.0,1.0544606550099431,South WNP,Storms,south China
1988,8805,Warren,1988-07-19 12:00:00,22.851281015161184,116.1487189848388,30.0,975.0,1,55.0,3,1988-07-19,7,1988-07-19,0.7867815219252492,-0.6847407836650138,4.0,1.043022101423162,Open WNP,TCs,south China
1988,8807,Bill,1988-08-07 18:00:00,29.42466613117643,121.9636685408825,35.0,970.0,2,35.0,2,1988-08-07,8,1988-08-07,-0.519138628449547,-0.8636297153740728,2.0,1.007651328995094,North WNP,TCs,east/north China
1988,8817,Kit,1988-09-22 00:00:00,22.839640653819878,116.12316515386868,25.0,985.0,1,35.0,2,1988-09-22,9,1988-09-22,2.351656813937438,-0.5721594030087607,4.0,2.420259521826063,South WNP,TCs,south China
1988,8823,Pat,1988-10-22 12:00:00,18.593645396549118,110.181605651733,30.0,985.0,1,35.0,2,1988-10-22,10,1988-10-22,0.3100243175014657,1.6820792019454995,6.0,1.7104109211121925,South WNP,TCs,south China
1988,8824,Ruby,1988-10-28 06:00:00,18.74964777474967,110.45176112625164,25.0,980.0,1,45.0,2,1988-10-28,10,1988-10-28,0.6688330955355247,0.9685908409903856,6.0,1.1770751577253231,South WNP,TCs,south China
1989,8908,Gordon,1989-07-18 06:00:00,21.578761803404063,111.67787338751845,35.0,970.0,2,60.0,3,1989-07-18,7,1989-07-18,0.8469236835618857,1.3399091064057522,6.0,1.5851296916047892,Open WNP,TCs,south China
1989,8909,Hope,1989-07-20 18:00:00,28.826771858298592,121.6803155748958,40.0,975.0,2,40.0,2,1989-07-20,7,1989-07-20,0.4302221065418968,1.3963743486322748,6.0,1.4611476251479716,South WNP,TCs,east/north China
1989,8912,(nameless),1989-07-30 00:00:00,25.0696022623184,121.9215909507264,15.0,996.0,0,20.0,1,1989-07-30,7,1989-07-30,-1.1790112210906285,0.116674490611392,8.0,1.1847701870899026,North WNP,Storms,east/north China
1990,9006,Percy,1990-06-29 12:00:00,23.86722617764186,117.60492176504052,30.0,980.0,1,45.0,2,1990-06-29,6,1990-06-29,-0.9730542147636108,0.8140251449597292,8.0,1.2686494557189292,Open WNP,TCs,south China
1990,9012,Yancy,1990-08-19 06:00:00,24.77432879926527,121.81213680416349,40.0,960.0,2,40.0,2,1990-08-19,8,1990-08-19,1.379511291838046,1.060823242632872,5.0,1.740229110323924,Open WNP,TCs,east/north China
1991,9107,Amy,1991-07-19 12:00:00,23.181611349042143,116.57355460383144,30.0,970.0,1,55.0,3,1991-07-19,7,1991-07-19,1.41500387680463,0.8999156220045643,5.0,1.6769269805510298,South WNP,TCs,south China
1991,9108,Brendan,1991-07-24 00:00:00,21.991759730354516,113.21483248536188,30.0,980.0,1,35.0,2,1991-07-24,7,1991-07-24,0.9563663720237842,1.2177781521838262,6.0,1.5484250919802964,South WNP,TCs,south China
1991,9111,Fred,1991-08-16 00:00:00,20.4,110.49452246497658,45.0,960.0,2,45.0,2,1991-08-16,8,1991-08-16,1.7827097733628512,0.9784775402425442,5.0,2.0335861016447097,South WNP,TCs,south China
1991,9116,Joel,1991-09-06 18:00:00,22.804362455581813,115.09345631662728,25.0,985.0,1,30.0,1,1991-09-06,9,1991-09-06,1.4089695103469433,1.7536871136765508,6.0,2.249580755110271,South China Sea,Storms,south China
1992,9205,Eli,1992-07-13 00:00:00,19.196348415072933,110.6054773773906,35.0,970.0,2,35.0,2,1992-07-13,7,1992-07-13,-0.1001158984041017,-1.1116978798731856,2.0,1.1161968326544365,Open WNP,TCs,south China
1992,9207,Gary,1992-07-23 00:00:00,21.122457640702557,110.36257059882908,25.0,985.0,1,35.0,2,1992-07-23,7,1992-07-23,0.9188842303649652,-0.398060247291221,4.0,1.001399115880857,South WNP,TCs,south China
1992,9212,Mark,1992-08-19 06:00:00,23.591887847247225,116.97295949082408,12.0,998.0,0,25.0,1,1992-08-19,8,1992-08-19,1.88392139403076,-0.0462450783882863,4.0,1.8844889031676304,South China Sea,Storms,south China
1992,9215,Omar,1992-09-05 12:00:00,24.4,117.8978012409439,12.0,992.0,0,55.0,3,1992-09-05,9,1992-09-05,1.0923371041213497,1.2576198899174669,6.0,1.6657755360660804,Open WNP,TCs,east/north China
1992,9216,Polly,1992-08-30 06:00:00,23.982680645877164,121.61731935412284,30.0,975.0,1,35.0,2,1992-08-30,8,1992-08-30,1.8483292827026228,1.1732550640339996,5.0,2.189257541400147,North WNP,TCs,south China
1994,9403,Russ,1994-06-08 12:00:00,20.961403220265986,110.28464919493352,20.0,990.0,1,30.0,1,1994-06-08,6,1994-06-08,1.2472113617021785,-0.965036587018515,4.0,1.576969180118415,North WNP,Storms,south China
1994,9406,Tim,1994-07-10 12:00:00,23.257747982041742,121.4138016143666,45.0,950.0,2,55.0,3,1994-07-10,7,1994-07-10,1.1654730400907212,0.8029841445165358,5.0,1.4153130196261394,South WNP,TCs,south China
1994,9414,Doug,1994-08-12 18:00:00,32.42071076922389,121.33195461536567,15.0,1000.0,0,50.0,2,1994-08-12,8,1994-08-12,-1.2868932537773603,-0.759961823389852,1.0,1.4945354527838106,Open WNP,TCs,east/north China
1994,9422,Joel,1994-09-06 06:00:00,18.29158103353019,109.41736824720584,20.0,985.0,1,25.0,1,1994-09-06,9,1994-09-06,0.8305750692170061,0.8778056404621597,6.0,1.208469150633154,South China Sea,Storms,south China
1994,9424,Luke,1994-09-12 18:00:00,18.95082497380949,110.50824973809496,25.0,985.0,1,25.0,1,1994-09-12,9,1994-09-12,0.1472420979582612,1.6280118224033842,6.0,1.6346567619217005,South WNP,Storms,south China
1995,9504,Gary,1995-07-31 06:00:00,23.41842074629077,116.85115129664318,30.0,980.0,1,30.0,1,1995-07-31,7,1995-07-31,-0.8326234380392101,-1.587981192220043,2.0,1.793027065165728,South WNP,Storms,south China
1995,9505,Helen,1995-08-12 06:00:00,22.76627951248994,114.64082677500224,23.0,990.0,1,30.0,1,1995-08-12,8,1995-08-12,-1.2602847833293866,-1.051928784741884,1.0,1.6416065007364389,South WNP,Storms,south China
1995,9508,Lois,1995-08-28 06:00:00,18.5,110.08891875086924,30.0,980.0,1,30.0,1,1995-08-28,8,1995-08-28,1.1629793404572215,-0.7471333224830721,4.0,1.382291267387199,South China Sea,Storms,south China
1995,9509,Kent,1995-08-31 12:00:00,22.75627854391667,115.04054412556944,25.0,985.0,1,50.0,2,1995-08-31,8,1995-08-31,1.653849021016043,-0.2632194467171638,4.0,1.6746644623463574,South WNP,TCs,south China
1995,9511,Nina,1995-09-07 12:00:00,21.56112604833312,109.56216006531758,12.0,1000.0,0,20.0,1,1995-09-07,9,1995-09-07,0.7906177334320655,1.210856743969008,6.0,1.4461156436580322,South WNP,Storms,south China
1996,9606,FRANKIE,1996-07-22 12:00:00,18.78325409972008,110.51674590027991,28.0,970.0,1,28.0,1,1996-07-22,7,1996-07-22,0.5022615904484782,1.5448660518110928,6.0,1.62446231820816,South China Sea,Storms,south China
1996,9607,GLORIA,1996-07-27 00:00:00,24.608009286154577,118.41383543905242,18.0,990.0,1,40.0,2,1996-07-27,7,1996-07-27,0.4645464634023195,1.3368166176584242,6.0,1.4152321667865355,South WNP,TCs,east/north China
1996,9608,HERB,1996-07-31 18:00:00,24.845794965417845,121.81307551873232,40.0,960.0,2,55.0,3,1996-07-31,7,1996-07-31,0.3038950567317189,1.5024207326204728,6.0,1.5328471102213073,Open WNP,TCs,east/north China
1996,9615,SALLY,1996-09-09 06:00:00,21.328947868472486,110.6973649206926,30.0,960.0,1,50.0,2,1996-09-09,9,1996-09-09,1.241588747841763,0.4247861410647631,5.0,1.3122445977819726,South WNP,TCs,south China
1996,9618,WILLIE,1996-09-20 00:00:00,20.49439629864389,110.51400925339028,28.0,980.0,1,33.0,2,1996-09-20,9,1996-09-20,1.158919457907484,1.0449176580444115,5.0,1.5604317421821416,South China Sea,TCs,south China
1997,9711,WINNIE,1997-08-18 18:00:00,28.259636031956347,121.42234758988168,35.0,970.0,2,60.0,3,1997-08-18,8,1997-08-18,0.6212680382753325,1.092315543535641,6.0,1.2566332886057263,Open WNP,TCs,east/north China
1998,9801,NICHOLE,1998-07-09 18:00:00,22.981229646017592,120.14983716814076,18.0,998.0,1,18.0,1,1998-07-09,7,1998-07-09,0.5676970318759671,-0.9006736933949678,3.0,1.0646562928825976,North WNP,Storms,south China
1998,9806,TODD,1998-09-19 18:00:00,29.89632369519152,122.13345662836184,20.0,995.0,1,40.0,2,1998-09-19,9,1998-09-19,0.977395239192062,-1.0515530772379642,3.0,1.435641086011382,North WNP,TCs,east/north China
1999,9903,MAGGIE,1999-06-07 18:00:00,21.92852818123116,112.8571320453078,20.0,985.0,1,40.0,2,1999-06-07,6,1999-06-07,-0.2435970459117818,1.1201496446549122,7.0,1.146330993735,South WNP,TCs,south China
1999,9908,SAM,1999-08-22 12:00:00,22.258558044433588,114.50240325927734,25.0,985.0,1,33.0,2,1999-08-22,8,1999-08-22,-1.079025965909812,-1.2790604191772448,2.0,1.6734074790718103,South WNP,TCs,south China
1999,9914,DAN,1999-10-09 06:00:00,24.256930514876927,118.07384491418718,30.0,980.0,1,40.0,2,1999-10-09,10,1999-10-09,0.0951315840585299,-1.412084753206252,3.0,1.4152856137624823,South WNP,TCs,east/north China
2000,4,Kai-tak,2000-07-09 06:00:00,23.383184947882945,121.46831849478828,30.0,980.0,1,35.0,2,2000-07-09,7,2000-07-09,1.8216107099611751,1.7550758908724873,5.0,2.529536906504254,South China Sea,TCs,south China
2000,8,Jelawat,2000-08-10 18:00:00,29.52139938210087,121.7679009268487,25.0,990.0,1,45.0,2,2000-08-10,8,2000-08-10,-0.5031939790597864,-1.268413395190753,2.0,1.3645793203992775,North WNP,TCs,east/north China
2000,10,Bilis,2000-08-22 18:00:00,22.88339697140761,121.23320605718476,50.0,940.0,2,55.0,3,2000-08-22,8,2000-08-22,2.2326827447359685,1.4467079827357558,5.0,2.6604203100174035,South WNP,TCs,south China
2000,13,Maria,2000-09-01 00:00:00,22.704977063169743,115.00938933551892,25.0,985.0,1,28.0,1,2000-09-01,9,2000-09-01,-0.6061739093468133,1.7300297375352516,7.0,1.83315293991775,South China Sea,Storms,south China
2000,16,Wukong,2000-09-09 06:00:00,18.202981466013235,109.7089443980397,33.0,975.0,2,40.0,2,2000-09-09,9,2000-09-09,-1.8551201271544928,0.3281163392075042,8.0,1.8839137502095569,South China Sea,TCs,south China
2001,103,Durian,2001-07-02 12:00:00,21.614413295169165,108.77117340966169,23.0,990.0,1,35.0,2,2001-07-02,7,2001-07-02,0.8677202067771369,1.8506852427613791,6.0,2.0440093505226686,South China Sea,TCs,south China
2001,104,Utor,2001-07-06 00:00:00,22.70402958096475,115.00556746093878,30.0,970.0,1,35.0,2,2001-07-06,7,2001-07-06,-0.4113291458130225,1.7193666557382197,7.0,1.7678838658293423,South WNP,TCs,south China
2001,105,Trami,2001-07-11 12:00:00,22.39306202035417,120.91040696946877,18.0,996.0,1,20.0,1,2001-07-11,7,2001-07-11,-0.5474233609039479,0.9652469213533982,7.0,1.1096729046190086,South WNP,Storms,south China
2001,107,Yutu,2001-07-25 18:00:00,21.480468810289093,111.353710771705,33.0,975.0,2,33.0,2,2001-07-25,7,2001-07-25,-1.0527776246359466,-1.0760785785237867,2.0,1.5054188234813195,South WNP,TCs,south China
2001,108,Toraji,2001-07-29 18:00:00,23.553292966289074,121.50538984719527,35.0,970.0,2,40.0,2,2001-07-29,7,2001-07-29,-0.2250731959020963,-1.0716526239468558,2.0,1.0950330086010032,South WNP,TCs,south China
2001,114,Fitow,2001-08-31 06:00:00,21.62273279095299,108.777267209047,18.0,990.0,1,20.0,1,2001-08-31,8,2001-08-31,-0.1939104223052026,0.9981897426916644,7.0,1.016850045136171,North WNP,Storms,south China
2001,116,Nari,2001-09-16 18:00:00,24.77686732782109,121.8122407933853,30.0,980.0,1,40.0,2,2001-09-16,9,2001-09-16,-1.3553501511311654,-1.0626641904835958,1.0,1.722274430486451,North WNP,TCs,east/north China
2001,119,Lekima,2001-09-26 12:00:00,22.540692904444903,120.96372283822204,33.0,970.0,2,35.0,2,2001-09-26,9,2001-09-26,-0.5902889968044481,-1.2569528364763844,2.0,1.3886581771171875,North WNP,TCs,south China
2002,208,Nakri,2002-07-10 00:00:00,24.43062371558409,120.60899794493456,20.0,988.0,1,20.0,1,2002-07-10,7,2002-07-10,-0.3657151163769958,2.6254007341461643,7.0,2.6507501883809907,North WNP,Storms,east/north China
2002,214,Vongfong,2002-08-19 12:00:00,21.222504417634784,110.6298059932174,30.0,980.0,1,30.0,1,2002-08-19,8,2002-08-19,0.4840677000262466,1.511359704834491,6.0,1.5869876167147934,South China Sea,Storms,south China
2002,220,Mekkhala,2002-09-25 18:00:00,18.37287432204105,109.07570855931964,20.0,992.0,1,23.0,1,2002-09-25,9,2002-09-25,-1.1166394068054668,-0.8126933732453641,1.0,1.3810699054529405,South China Sea,Storms,south China
2003,308,Koni,2003-07-21 12:00:00,18.80431228488076,110.5262824331558,20.0,985.0,1,30.0,1,2003-07-21,7,2003-07-21,1.3943093165877092,-0.045383088211725,4.0,1.3950477034922204,South WNP,Storms,south China
2003,307,Imbudo,2003-07-24 06:00:00,21.436234196425797,111.29477844643355,30.0,975.0,1,50.0,2,2003-07-24,7,2003-07-24,1.3857650428632924,0.3548453744819462,5.0,1.4304754432751146,Open WNP,TCs,south China
2003,309,Morakot,2003-08-03 18:00:00,22.29197693519634,120.88001441550227,25.0,988.0,1,25.0,1,2003-08-03,8,2003-08-03,0.2821141824851324,1.2030402279811878,6.0,1.2356756055293328,South WNP,Storms,south China
2003,312,Krovanh,2003-08-25 00:00:00,19.99759298963408,110.93774618567085,35.0,965.0,2,40.0,2,2003-08-25,8,2003-08-25,1.0068676959259648,0.4594646664471806,5.0,1.1067476391719475,Open WNP,TCs,south China
2004,407,Mindulle,2004-07-01 18:00:00,23.760461580325284,121.5684395484785,28.0,985.0,1,45.0,2,2004-07-01,7,2004-07-01,-1.1953312949023074,1.5590188429756018,7.0,1.9645245372165272,Open WNP,TCs,south China
2004,409,Kompasu,2004-07-16 12:00:00,22.148500192660546,114.47379408364814,15.0,1002.0,0,23.0,1,2004-07-16,7,2004-07-16,-1.2781606647802612,-0.9173264947196922,1.0,1.5732712998419047,South WNP,Storms,south China
2004,414,Rananim,2004-08-12 12:00:00,28.230785020932256,121.39997719198674,45.0,950.0,2,45.0,2,2004-08-12,8,2004-08-12,0.4839498978510073,1.3910042007347567,6.0,1.4727865392146071,South WNP,TCs,east/north China
2004,418,Aere,2004-08-25 18:00:00,24.71789657446155,118.7357931489231,30.0,980.0,1,40.0,2,2004-08-25,8,2004-08-25,-1.2165630518342068,0.5685442164988207,8.0,1.3428582148545751,Open WNP,TCs,east/north China
2004,421,Haima,2004-09-13 06:00:00,27.86514646976643,120.84273635442042,18.0,998.0,1,18.0,1,2004-09-13,9,2004-09-13,-0.8711227705550814,-1.3034306248978056,2.0,1.5677328456408142,North WNP,Storms,east/north China
2005,508,Washi,2005-07-30 00:00:00,19.11015008679043,110.56954973962873,23.0,985.0,1,25.0,1,2005-07-30,7,2005-07-30,1.2933376927017457,0.1325866566569927,5.0,1.3001159982426778,South China Sea,Storms,south China
2005,509,Matsa,2005-08-06 00:00:00,28.21943944054993,121.11667267134008,35.0,970.0,2,45.0,2,2005-08-06,8,2005-08-06,0.6530941384975554,1.5413027834650466,6.0,1.6739612373221084,South WNP,TCs,east/north China
2005,515,Khanun,2005-09-11 12:00:00,28.613632411237912,121.51487962614736,33.0,975.0,2,50.0,2,2005-09-11,9,2005-09-11,1.9293083864794711,0.8569152339614374,5.0,2.111050584030427,Open WNP,TCs,east/north China
2005,518,Damrey,2005-09-26 00:00:00,19.06622765764815,110.5649106305926,35.0,970.0,2,50.0,2,2005-09-26,9,2005-09-26,-0.917454524886246,0.4113778599800156,8.0,1.00546235579259,South WNP,TCs,south China
2006,604,Bilis,2006-07-13 18:00:00,24.781304216584665,121.8124225477362,30.0,975.0,1,30.0,1,2006-07-13,7,2006-07-13,-0.783710308490466,1.3346503987567415,7.0,1.5477381996112105,Open WNP,Storms,east/north China
2006,605,Kaemi,2006-07-24 18:00:00,22.869882479199354,121.2164115911009,33.0,975.0,2,40.0,2,2006-07-24,7,2006-07-24,-0.5846920124336298,0.8949038721263308,7.0,1.0689797424415433,Open WNP,TCs,south China
2006,608,Saomai,2006-08-10 12:00:00,27.135849088905424,120.38490546656746,45.0,950.0,2,60.0,3,2006-08-10,8,2006-08-10,1.0727970292760949,0.4704050951440151,5.0,1.1713984887992062,Open WNP,TCs,east/north China
2007,703,Toraji,2007-07-04 06:00:00,18.670254295659294,110.34324856811357,15.0,998.0,0,23.0,1,2007-07-04,7,2007-07-04,0.7982664405845409,1.1255709619053464,6.0,1.3799055404077625,South China Sea,Storms,south China
2007,709,Sepat,2007-08-18 00:00:00,23.226790712532644,121.40736044840077,45.0,950.0,2,65.0,3,2007-08-18,8,2007-08-18,0.1520538018245543,-0.9889061799521948,3.0,1.0005277564350443,South WNP,TCs,south China
2007,713,Wipha,2007-09-19 00:00:00,27.231245581923464,120.53125568038412,30.0,980.0,1,55.0,3,2007-09-19,9,2007-09-19,1.3985159234366624,0.2266623346085537,5.0,1.416764836532902,South WNP,TCs,east/north China
2007,714,Francisco,2007-09-24 06:00:00,19.759746757573076,111.00253242426926,20.0,992.0,1,20.0,1,2007-09-24,9,2007-09-24,1.2140385260726712,0.2852480894381236,5.0,1.247099039898918,South WNP,Storms,south China
2008,806,Fengshen,2008-06-25 00:00:00,22.148499935197663,114.44431252430088,23.0,990.0,1,45.0,2,2008-06-25,6,2008-06-25,-0.8125136759081177,0.6387041305744736,8.0,1.0334996081037555,South WNP,TCs,south China
2008,807,Kalmaegi,2008-07-17 18:00:00,24.41347722104385,121.78652277895615,28.0,980.0,1,33.0,2,2008-07-17,7,2008-07-17,-0.3515450410560545,-1.4107743719554993,2.0,1.453914799586804,North WNP,TCs,east/north China
2008,812,Nuri,2008-08-22 12:00:00,22.14849938403939,114.38120049276849,28.0,980.0,1,40.0,2,2008-08-22,8,2008-08-22,-0.3513659471832207,-1.4904590376264049,2.0,1.5313151771213498,South WNP,TCs,south China
2008,813,Sinlaku,2008-09-13 18:00:00,24.68440078547185,121.83119842905629,45.0,950.0,2,55.0,3,2008-09-13,9,2008-09-13,1.6918548782804894,0.3321493428221945,5.0,1.7241508388475486,South WNP,TCs,east/north China
2008,814,Hagupit,2008-09-24 00:00:00,21.41430753521853,111.26419297532124,45.0,950.0,2,50.0,2,2008-09-24,9,2008-09-24,0.6261571317348318,0.9378977323833252,6.0,1.1277078123486488,Open WNP,TCs,south China
2008,815,Jangmi,2008-09-28 12:00:00,24.17969802774548,121.6541385926787,45.0,950.0,2,65.0,3,2008-09-28,9,2008-09-28,-0.5815109730944743,1.150099270302904,7.0,1.2887526307948145,South WNP,TCs,east/north China
2008,817,Higos,2008-10-03 18:00:00,19.60036053295493,110.95703984772716,16.0,1000.0,0,18.0,1,2008-10-03,10,2008-10-03,-1.5064244635797808,-0.0228047873425372,1.0,1.5065970671673858,South WNP,Storms,south China
2009,903,Linfa,2009-06-21 18:00:00,24.549359612246487,118.56401126239136,23.0,990.0,1,30.0,1,2009-06-21,6,2009-06-21,-1.3666914662468628,0.7491782991041266,8.0,1.5585614161015766,South China Sea,Storms,east/north China
2009,907,Goni,2009-08-07 00:00:00,20.87484545041142,110.17484545041142,25.0,972.0,1,28.0,1,2009-08-07,8,2009-08-07,-0.3881460073666402,1.0689734358708902,7.0,1.1372605372702775,South WNP,Storms,south China
2009,908,Morakot,2009-08-07 18:00:00,23.93587525490346,121.6068745751609,38.0,960.0,2,40.0,2,2009-08-07,8,2009-08-07,-0.3881460073666402,1.0689734358708902,7.0,1.1372605372702775,North WNP,TCs,south China
2010,1002,Conson,2010-07-16 12:00:00,18.19149803315232,109.61190275358676,35.0,970.0,2,35.0,2,2010-07-16,7,2010-07-16,-1.185078995609305,-1.5402948471533828,2.0,1.943430071291896,South WNP,TCs,south China
2010,1003,Chanthu,2010-07-22 06:00:00,21.258248804837653,110.65947009455763,35.0,970.0,2,35.0,2,2010-07-22,7,2010-07-22,0.8225385554598306,-1.748964138193053,3.0,1.9327299945681276,South WNP,TCs,south China
2010,1010,Meranti,2010-09-10 00:00:00,24.699426492679773,118.72737700133096,28.0,985.0,1,35.0,2,2010-09-10,9,2010-09-10,0.7602674681378949,-0.9392103785550884,3.0,1.2083553940353795,North WNP,TCs,east/north China
2010,1013,Megi,2010-10-23 12:00:00,24.020056351083404,117.70501408777083,23.0,990.0,1,72.0,3,2010-10-23,10,2010-10-23,1.0664940134792087,0.3672435563580351,5.0,1.1279527075518228,Open WNP,TCs,east/north China
2011,1103,Sarika,2011-06-11 00:00:00,23.558578564668405,116.9,18.0,996.0,1,20.0,1,2011-06-11,6,2011-06-11,1.106926061042149,0.1443068788337562,5.0,1.1162928737087896,South WNP,Storms,south China
2011,1108,Nock-ten,2011-07-29 12:00:00,19.49018033561873,110.80815923287147,25.0,985.0,1,28.0,1,2011-07-29,7,2011-07-29,-1.0257719769982063,0.2238473154488985,8.0,1.0499122674911878,South WNP,Storms,south China
2011,1111,Nanmadol,2011-08-29 00:00:00,22.26141248771656,120.88470536591674,30.0,980.0,1,60.0,3,2011-08-29,8,2011-08-29,0.4520306843935215,-1.285595381505917,3.0,1.3627498760163654,South WNP,TCs,south China
2011,1119,Nalgae,2011-10-04 06:00:00,18.634406408235304,110.2311871835294,23.0,990.0,1,50.0,2,2011-10-04,10,2011-10-04,0.5369397757677377,0.9766106676930127,6.0,1.1144831623013876,South WNP,TCs,south China
2012,1209,Saola,2012-08-03 00:00:00,26.92611309437122,120.2369434528144,25.0,985.0,1,40.0,2,2012-08-03,8,2012-08-03,0.0009842661141957,1.3558354932619698,6.0,1.3558358505249493,South WNP,TCs,east/north China
2012,1210,Damrey,2012-08-02 18:00:00,34.66292577656554,119.4797597820206,30.0,985.0,1,40.0,2,2012-08-02,8,2012-08-02,0.0888985435612225,1.3897766479092075,6.0,1.392616990461146,North WNP,TCs,east/north China
2012,1211,Haikui,2012-08-08 00:00:00,29.21948265107909,121.52882775827344,35.0,975.0,2,45.0,2,2012-08-08,8,2012-08-08,-1.5752347817505548,0.3738102884298164,8.0,1.6189807748619809,North WNP,TCs,east/north China
2012,1213,Kai-tak,2012-08-17 06:00:00,20.950615845231265,110.1633821587666,35.0,970.0,2,38.0,2,2012-08-17,8,2012-08-17,-1.0019096291193683,-0.8119629613240118,1.0,1.2896149640432095,South WNP,TCs,south China
2012,1215,Bolaven,2012-08-28 18:00:00,40.63518411799432,125.39524645113087,23.0,980.0,1,55.0,3,2012-08-28,8,2012-08-28,0.501846916889733,-1.2762208316621484,3.0,1.3713460318826012,Open WNP,TCs,east/north China
2013,1305,Bebinca,2013-06-22 06:00:00,19.167473096011765,110.5861558360412,23.0,988.0,1,23.0,1,2013-06-22,6,2013-06-22,-0.386352647153858,1.2804018991655464,7.0,1.3374219197207482,South China Sea,Storms,south China
2013,1306,Rumbia,2013-07-02 00:00:00,20.988599632961748,110.35997532115849,25.0,980.0,1,30.0,1,2013-07-02,7,2013-07-02,-0.8709472305348748,-0.7480539427305608,1.0,1.148100073865996,South WNP,Storms,south China
2013,1307,Soulik,2013-07-13 12:00:00,25.94459845816664,119.6878107928335,28.0,985.0,1,55.0,3,2013-07-13,7,2013-07-13,0.9403411544650764,-0.7491048637376779,4.0,1.2022477214185758,Open WNP,TCs,east/north China
2013,1319,Usagi,2013-09-22 12:00:00,22.742084843221004,115.6027030487265,45.0,935.0,2,60.0,3,2013-09-22,9,2013-09-22,1.4393815215623935,0.8949425458706164,5.0,1.6949163180005826,South WNP,TCs,south China
2013,1323,Fitow,2013-10-06 18:00:00,27.086036963368084,120.27446952870356,42.0,965.0,2,45.0,2,2013-10-06,10,2013-10-06,0.2373138457016471,1.1212303841156468,6.0,1.1460695596803128,South WNP,TCs,east/north China
2014,1407,Hagibis,2014-06-15 12:00:00,23.16347284507867,116.55461086196853,18.0,994.0,1,23.0,1,2014-06-15,6,2014-06-15,1.3330366711116632,-0.0984577952922633,4.0,1.3366677612564304,South China Sea,Storms,south China
2014,1409,Rammasun,2014-07-18 12:00:00,20.141613856524152,110.69596535868962,60.0,910.0,3,72.0,3,2014-07-18,7,2014-07-18,0.9617187782275284,0.9286322718822152,5.0,1.3368847761780274,Open WNP,TCs,south China
2014,1410,Matmo,2014-07-22 18:00:00,23.060876904945445,121.33912309505456,40.0,960.0,2,42.0,2,2014-07-22,7,2014-07-22,0.8562887919329515,1.525806423964427,6.0,1.7496616068832012,South WNP,TCs,south China
2015,1508,Kujira,2015-06-22 12:00:00,18.78325409972008,110.51674590027991,23.0,988.0,1,25.0,1,2015-06-22,6,2015-06-22,1.43117033921337,0.272789019986481,5.0,1.4569359592203417,South China Sea,Storms,south China
2015,1510,Linfa,2015-07-09 06:00:00,22.831093447040224,116.11343931775863,33.0,970.0,2,42.0,2,2015-07-09,7,2015-07-09,-0.4743182034871913,2.797106116698926,7.0,2.837037254995757,South WNP,TCs,south China
2015,1513,Soudelor,2015-08-08 00:00:00,23.74932820876241,121.56410761598931,42.0,955.0,2,68.0,3,2015-08-08,8,2015-08-08,-0.1054933112353583,1.1759071271135777,7.0,1.1806296668777674,Open WNP,TCs,south China
2015,1522,Mujigae,2015-10-04 12:00:00,21.17335789586798,110.4056827053126,33.0,975.0,2,52.0,3,2015-10-04,10,2015-10-04,-1.6905280917392629,0.3126055310061703,8.0,1.7191880196695306,South WNP,TCs,south China
