year,chinese_code,name,landfall_time,landfall_lat,landfall_lon,landfall_wind_speed,landfall_pressure,landfall_wind_category,max_wind,max_wind_category
1991,9106,Zeke,1991-07-13 00:00:00,18.659046957404666,110.26857738335802,40.0,965.0,2,45.0,2
1991,9107,Amy,1991-07-19 12:00:00,23.181611349042143,116.57355460383143,30.0,970.0,1,55.0,3
1991,9108,Brendan,1991-07-24 00:00:00,21.991759730354513,113.21483248536188,30.0,980.0,1,35.0,2
1991,9111,Fred,1991-08-16 00:00:00,20.4,110.49452246497658,45.0,960.0,2,45.0,2
1991,9116,Joel,1991-09-06 18:00:00,22.804362455581813,115.09345631662728,25.0,985.0,1,30.0,1
1991,9119,Nat,1991-09-23 00:00:00,22.2,120.88574782348363,45.0,950.0,2,50.0,2
1992,9204,Chuck,1992-06-28 00:00:00,18.4154979402586,109.91266941298854,35.0,960.0,2,35.0,2
1992,9205,Eli,1992-07-13 00:00:00,19.196348415072933,110.6054773773906,35.0,970.0,2,35.0,2
1992,9206,Faye,1992-07-18 00:00:00,22.157458183980687,113.47149163679615,20.0,992.0,1,25.0,1
1992,9207,Gary,1992-07-23 00:00:00,21.122457640702553,110.36257059882908,25.0,985.0,1,35.0,2
1992,9212,Mark,1992-08-19 06:00:00,23.591887847247225,116.97295949082408,12.0,998.0,0,25.0,1
1992,9215,Omar,1992-09-05 12:00:00,24.4,117.8978012409439,12.0,992.0,0,55.0,3
1992,9216,Polly,1992-08-30 06:00:00,23.982680645877164,121.61731935412284,30.0,975.0,1,35.0,2
1992,9219,Ted,1992-09-22 06:00:00,23.214034346055694,121.39649141348607,35.0,975.0,2,35.0,2
1993,9302,Koryn,1993-06-27 18:00:00,21.596322142901673,111.91103357129498,30.0,975.0,1,60.0,3
1993,9303,Lewis,1993-07-10 18:00:00,18.378449378057358,109.7586074633117,30.0,980.0,1,30.0,1
1993,9309,Tasha,1993-08-21 00:00:00,21.51647015999051,111.56705968001899,35.0,970.0,2,35.0,2
1993,9315,Abe,1993-09-14 00:00:00,22.967289614550463,116.51233661671925,35.0,965.0,2,50.0,2
1993,9316,Becky,1993-09-17 06:00:00,21.89328938117811,112.98791695960264,25.0,985.0,1,35.0,2
1993,9318,Dot,1993-09-26 12:00:00,21.73165461417581,112.4,20.0,990.0,1,40.0,2
1993,9323,Ira,1993-11-04 18:00:00,21.606257247439167,111.93124758418695,20.0,995.0,1,45.0,2
1994,9403,Russ,1994-06-08 12:00:00,20.961403220265982,110.28464919493351,20.0,990.0,1,30.0,1
1994,9404,Sharon,1994-06-25 06:00:00,21.612654856484877,111.7887345143515,10.0,998.0,0,20.0,1
1994,9405,(nameless),1994-07-04 12:00:00,21.486722366460313,111.36093646672562,20.0,993.0,1,20.0,1
1994,9406,Tim,1994-07-10 12:00:00,23.257747982041746,121.4138016143666,45.0,950.0,2,55.0,3
1994,9413,Caitlin,1994-08-03 12:00:00,22.963153680261964,121.29474386623006,25.0,985.0,1,25.0,1
1994,9414,Doug,1994-08-12 18:00:00,32.42071076922389,121.33195461536569,15.0,1000.0,0,50.0,2
1994,9415,Ellie,1994-08-16 06:00:00,39.47666648623818,122.5603919870477,20.0,995.0,1,40.0,2
1994,9417,Fred,1994-08-21 18:00:00,27.6576336633781,120.66404554451447,35.0,975.0,2,55.0,3
1994,9418,Gladys,1994-09-01 06:00:00,24.34116996914078,121.76892149469833,40.0,960.0,2,45.0,2
1994,9422,Joel,1994-09-06 06:00:00,18.29158103353019,109.41736824720583,20.0,985.0,1,25.0,1
1994,9424,Luke,1994-09-12 18:00:00,18.950824973809492,110.50824973809495,25.0,985.0,1,25.0,1
1995,9502,Deanna,1995-06-08 12:00:00,23.222770045094297,120.08685462744418,15.0,998.0,0,23.0,1
1995,9504,Gary,1995-07-31 06:00:00,23.41842074629077,116.85115129664318,30.0,980.0,1,30.0,1
1995,9505,Helen,1995-08-12 06:00:00,22.76627951248994,114.64082677500224,23.0,990.0,1,30.0,1
1995,9506,Irving,1995-08-19 18:00:00,20.645845624117058,110.39025729313823,20.0,993.0,1,20.0,1
1995,9507,Janis,1995-08-25 00:00:00,28.29743387164247,121.44359257970054,20.0,995.0,1,30.0,1
1995,9508,Lois,1995-08-28 06:00:00,18.5,110.08891875086923,30.0,980.0,1,30.0,1
1995,9509,Kent,1995-08-31 12:00:00,22.75627854391667,115.04054412556943,25.0,985.0,1,50.0,2
1995,9511,Nina,1995-09-07 12:00:00,21.56112604833312,109.56216006531758,12.0,1000.0,0,20.0,1
1995,9515,Sibyl,1995-10-03 06:00:00,21.44711457878301,111.3225164957099,30.0,980.0,1,33.0,2
1995,9516,Ted,1995-10-13 12:00:00,21.613697415799223,109.01369741579923,18.0,998.0,1,25.0,1
1995,9521,Angela,1995-11-06 00:00:00,18.19594148201605,109.71082271462386,15.0,1000.0,0,60.0,3
1996,9606,FRANKIE,1996-07-22 12:00:00,18.78325409972008,110.51674590027993,28.0,970.0,1,28.0,1
1996,9607,GLORIA,1996-07-27 00:00:00,24.608009286154577,118.41383543905242,18.0,990.0,1,40.0,2
1996,9608,HERB,1996-07-31 18:00:00,24.845794965417845,121.81307551873233,40.0,960.0,2,55.0,3
1996,9610,LISA,1996-08-06 18:00:00,23.5711142804964,117.3711142804964,18.0,995.0,1,25.0,1
1996,9612,NIKI,1996-08-22 00:00:00,18.394070624750984,109.75309791749673,30.0,975.0,1,35.0,2
1996,9615,SALLY,1996-09-09 06:00:00,21.328947868472486,110.69736492069259,30.0,960.0,1,50.0,2
1996,9618,WILLIE,1996-09-20 00:00:00,20.49439629864389,110.51400925339027,28.0,980.0,1,33.0,2
1997,9710,VICTOR,1997-08-02 12:00:00,22.148500442504883,114.0747500737508,30.0,970.0,1,30.0,1
1997,9711,WINNIE,1997-08-18 18:00:00,28.259636031956347,121.42234758988168,35.0,970.0,2,60.0,3
1997,9713,ZITA,1997-08-22 06:00:00,20.648158562216466,110.39008527187296,30.0,975.0,1,30.0,1
1997,9714,AMBER,1997-08-29 00:00:00,23.579280019095535,121.52071998090447,35.0,970.0,2,50.0,2
1998,9801,NICHOLE,1998-07-09 18:00:00,22.981229646017592,120.14983716814075,18.0,998.0,1,18.0,1
1998,9802,OTTO,1998-08-04 06:00:00,22.98434975259876,121.31173768555094,30.0,980.0,1,30.0,1
1998,9803,PENNY,1998-08-11 00:00:00,21.528798796202388,111.4070007523735,25.0,990.0,1,25.0,1
1998,9806,TODD,1998-09-19 18:00:00,29.89632369519152,122.13345662836183,20.0,995.0,1,40.0,2
1999,9902,LEO,1999-05-02 18:00:00,22.60584530225911,114.85438397669434,12.0,1002.0,0,35.0,2
1999,9903,MAGGIE,1999-06-07 18:00:00,21.92852818123116,112.8571320453078,20.0,985.0,1,40.0,2
1999,9905,(nameless),1999-07-27 12:00:00,23.605947531897023,117.07567680849787,15.0,990.0,0,23.0,1
1999,9906,OLGA,1999-08-04 00:00:00,41.330213590212445,126.42434045300709,15.0,998.0,0,35.0,2
1999,9907,PAUL,1999-08-09 00:00:00,35.49663552298569,119.60605605862574,10.0,999.0,0,28.0,1
1999,9908,SAM,1999-08-22 12:00:00,22.258558044433588,114.50240325927734,25.0,985.0,1,33.0,2
1999,9909,WENDY,1999-09-04 00:00:00,22.937447685631206,116.49004185149504,15.0,998.0,0,20.0,1
1999,9910,YORK,1999-09-16 12:00:00,22.278643504317742,113.5820347435234,25.0,980.0,1,30.0,1
1999,9914,DAN,1999-10-09 06:00:00,24.256930514876927,118.07384491418718,30.0,980.0,1,40.0,2
2000,0004,Kai-tak,2000-07-09 06:00:00,23.383184947882942,121.46831849478829,30.0,980.0,1,35.0,2
2000,0008,Jelawat,2000-08-10 18:00:00,29.52139938210087,121.7679009268487,25.0,990.0,1,45.0,2
2000,0010,Bilis,2000-08-22 18:00:00,22.88339697140761,121.23320605718477,50.0,940.0,2,55.0,3
2000,0013,Maria,2000-09-01 00:00:00,22.704977063169743,115.00938933551892,25.0,985.0,1,28.0,1
2000,0016,Wukong,2000-09-09 06:00:00,18.202981466013235,109.7089443980397,33.0,975.0,2,40.0,2
2001,0102,Chebi,2001-06-23 18:00:00,25.37833431013751,119.50205899590662,30.0,980.0,1,40.0,2
2001,0103,Durian,2001-07-02 12:00:00,21.614413295169165,108.77117340966167,23.0,990.0,1,35.0,2
2001,0104,Utor,2001-07-06 00:00:00,22.70402958096475,115.00556746093878,30.0,970.0,1,35.0,2
2001,0105,Trami,2001-07-11 12:00:00,22.39306202035417,120.91040696946875,18.0,996.0,1,20.0,1
2001,0107,Yutu,2001-07-25 18:00:00,21.480468810289093,111.353710771705,33.0,975.0,2,33.0,2
2001,0108,Toraji,2001-07-29 18:00:00,23.553292966289074,121.50538984719529,35.0,970.0,2,40.0,2
2001,0114,Fitow,2001-08-31 06:00:00,21.62273279095299,108.77726720904701,18.0,990.0,1,20.0,1
2001,0116,Nari,2001-09-16 18:00:00,24.77686732782109,121.8122407933853,30.0,980.0,1,40.0,2
2001,0119,Lekima,2001-09-26 12:00:00,22.540692904444903,120.96372283822204,33.0,970.0,2,35.0,2
2002,0208,Nakri,2002-07-10 00:00:00,24.430623715584094,120.60899794493456,20.0,988.0,1,20.0,1
2002,0209,Fengshen,2002-07-27 18:00:00,35.94086094304441,120.21684320883715,15.0,1000.0,0,55.0,3
2002,0212,Kammuri,2002-08-05 00:00:00,22.880725141867213,115.67614502837344,25.0,985.0,1,28.0,1
2002,0214,Vongfong,2002-08-19 12:00:00,21.222504417634784,110.62980599321739,30.0,980.0,1,30.0,1
2002,0216,Sinlaku,2002-09-07 12:00:00,27.2,120.51858205677625,35.0,970.0,2,45.0,2
2002,0218,Hagupit,2002-09-12 00:00:00,21.63057645449692,112.01654127301848,20.0,990.0,1,25.0,1
2002,0220,Mekkhala,2002-09-25 18:00:00,18.37287432204105,109.07570855931965,20.0,992.0,1,23.0,1
2003,0308,Koni,2003-07-21 12:00:00,18.804312284880762,110.5262824331558,20.0,985.0,1,30.0,1
2003,0307,Imbudo,2003-07-24 06:00:00,21.436234196425794,111.29477844643357,30.0,975.0,1,50.0,2
2003,0309,Morakot,2003-08-03 18:00:00,22.29197693519634,120.88001441550229,25.0,988.0,1,25.0,1
2003,0312,Krovanh,2003-08-25 00:00:00,19.997592989634082,110.93774618567085,35.0,965.0,2,40.0,2
2003,0311,Vamco,2003-08-20 06:00:00,27.63504380750127,120.66702127270653,18.0,996.0,1,23.0,1
2003,0313,Dujuan,2003-09-02 12:00:00,22.580641624822967,114.90969745933654,35.0,965.0,2,45.0,2
2003,0320,Nepartak,2003-11-18 06:00:00,18.49084954574462,108.73485840904256,33.0,975.0,2,33.0,2
2004,0407,Mindulle,2004-07-01 18:00:00,23.760461580325284,121.5684395484785,28.0,985.0,1,45.0,2
2004,0409,Kompasu,2004-07-16 12:00:00,22.148500192660542,114.47379408364814,15.0,1002.0,0,23.0,1
2004,0411,(nameless),2004-07-27 06:00:00,22.938587222567374,116.24211916614894,12.0,1000.0,0,23.0,1
2004,0414,Rananim,2004-08-12 12:00:00,28.230785020932256,121.39997719198674,45.0,950.0,2,45.0,2
2004,0418,Aere,2004-08-25 18:00:00,24.71789657446155,118.7357931489231,30.0,980.0,1,40.0,2
2004,0421,Haima,2004-09-13 06:00:00,27.86514646976643,120.84273635442042,18.0,998.0,1,18.0,1
2004,0428,Nanmadol,2004-12-04 00:00:00,22.430864352443198,120.48477392073866,25.0,990.0,1,45.0,2
2005,0505,Haitang,2005-07-18 12:00:00,24.289310998005828,121.7437057534898,35.0,970.0,2,60.0,3
2005,0508,Washi,2005-07-30 00:00:00,19.11015008679043,110.56954973962871,23.0,985.0,1,25.0,1
2005,0509,Matsa,2005-08-06 00:00:00,28.21943944054993,121.11667267134008,35.0,970.0,2,45.0,2
2005,0510,Sanvu,2005-08-13 06:00:00,23.397091827374048,116.81976809415961,25.0,990.0,1,30.0,1
2005,0513,Talim,2005-09-01 12:00:00,25.189418774559385,119.21385992140998,25.0,985.0,1,55.0,3
2005,0515,Khanun,2005-09-11 12:00:00,28.613632411237912,121.51487962614735,33.0,975.0,2,50.0,2
2005,0518,Damrey,2005-09-26 00:00:00,19.06622765764815,110.56491063059259,35.0,970.0,2,50.0,2
2005,0519,Longwang,2005-10-02 00:00:00,23.65266433493192,121.53312587876451,40.0,960.0,2,55.0,3
2006,0601,Chanchu,2006-05-18 00:00:00,23.567420326097302,117.12176023716168,23.0,990.0,1,50.0,2
2006,0604,Bilis,2006-07-13 18:00:00,24.781304216584665,121.81242254773619,30.0,975.0,1,30.0,1
2006,0605,Kaemi,2006-07-24 18:00:00,22.869882479199354,121.2164115911009,33.0,975.0,2,40.0,2
2006,0606,Prapiroon,2006-08-03 12:00:00,21.470680902175648,111.34397864673652,33.0,975.0,2,33.0,2
2006,0608,Saomai,2006-08-10 12:00:00,27.135849088905424,120.38490546656746,45.0,950.0,2,60.0,3
2007,0703,Toraji,2007-07-04 06:00:00,18.670254295659298,110.34324856811357,15.0,998.0,0,23.0,1
2007,0707,Pabuk,2007-08-10 12:00:00,22.351005724125557,113.59597710349777,15.0,992.0,0,30.0,1
2007,0709,Sepat,2007-08-18 00:00:00,23.226790712532644,121.40736044840077,45.0,950.0,2,65.0,3
2007,0713,Wipha,2007-09-19 00:00:00,27.231245581923464,120.53125568038412,30.0,980.0,1,55.0,3
2007,0714,Francisco,2007-09-24 06:00:00,19.759746757573073,111.00253242426926,20.0,992.0,1,20.0,1
2007,0716,Krosa,2007-10-07 12:00:00,27.122687997418694,120.42184960206504,28.0,985.0,1,55.0,3
2008,0801,Neoguri,2008-04-19 12:00:00,21.802507566011663,112.1683383773411,15.0,998.0,0,40.0,2
2008,0806,Fengshen,2008-06-25 00:00:00,22.148499935197663,114.44431252430087,23.0,990.0,1,45.0,2
2008,0807,Kalmaegi,2008-07-17 18:00:00,24.41347722104385,121.78652277895615,28.0,980.0,1,33.0,2
2008,0808,Fung-wong,2008-07-28 00:00:00,23.48753595259904,121.50618408690177,40.0,960.0,2,45.0,2
2008,0809,Kammuri,2008-08-06 12:00:00,21.56455302653455,111.86585230099088,23.0,985.0,1,25.0,1
2008,0812,Nuri,2008-08-22 12:00:00,22.14849938403939,114.38120049276849,28.0,980.0,1,40.0,2
2008,0813,Sinlaku,2008-09-13 18:00:00,24.684400785471855,121.83119842905629,45.0,950.0,2,55.0,3
2008,0814,Hagupit,2008-09-24 00:00:00,21.41430753521853,111.26419297532125,45.0,950.0,2,50.0,2
2008,0815,Jangmi,2008-09-28 12:00:00,24.17969802774548,121.6541385926787,45.0,950.0,2,65.0,3
2008,0817,Higos,2008-10-03 18:00:00,19.60036053295493,110.95703984772716,16.0,1000.0,0,18.0,1
2009,0903,Linfa,2009-06-21 18:00:00,24.549359612246487,118.56401126239135,23.0,990.0,1,30.0,1
2009,0904,Nangka,2009-06-26 18:00:00,22.705304811908253,114.56763942006553,16.0,995.0,0,23.0,1
2009,0905,Soudelor,2009-07-12 00:00:00,20.257312328165227,110.32766758311878,18.0,994.0,1,18.0,1
2009,0906,Molave,2009-07-19 00:00:00,22.608098996799498,114.35950501600253,20.0,987.0,1,38.0,2
2009,0907,Goni,2009-08-07 00:00:00,20.87484545041142,110.17484545041142,25.0,972.0,1,28.0,1
2009,0908,Morakot,2009-08-07 18:00:00,23.93587525490346,121.6068745751609,38.0,960.0,2,40.0,2
2009,0913,Mujigae,2009-09-11 00:00:00,19.71074097357376,111.00666247567229,20.0,992.0,1,20.0,1
2009,0915,Koppu,2009-09-15 00:00:00,21.753883831798216,112.59223233640357,35.0,970.0,2,40.0,2
2009,0917,Parma,2009-10-12 06:00:00,19.099476658408843,110.56788779704603,23.0,992.0,1,55.0,3
2010,1002,Conson,2010-07-16 12:00:00,18.191498033152318,109.61190275358675,35.0,970.0,2,35.0,2
2010,1003,Chanthu,2010-07-22 06:00:00,21.258248804837653,110.65947009455763,35.0,970.0,2,35.0,2
2010,1006,Lionrock,2010-09-02 06:00:00,23.90309559717286,117.48761761130855,18.0,995.0,1,28.0,1
2010,1010,Meranti,2010-09-10 00:00:00,24.699426492679773,118.72737700133095,28.0,985.0,1,35.0,2
2010,1011,Fanapi,2010-09-19 06:00:00,23.628088907957075,121.52741337909698,40.0,960.0,2,52.0,3
2010,1013,Megi,2010-10-23 12:00:00,24.020056351083404,117.70501408777085,23.0,990.0,1,72.0,3
2011,1103,Sarika,2011-06-11 00:00:00,23.558578564668405,116.9,18.0,996.0,1,20.0,1
2011,1104,Haima,2011-06-23 12:00:00,21.21707401655772,110.62683307450975,18.0,988.0,1,20.0,1
2011,1108,Nock-ten,2011-07-29 12:00:00,19.49018033561873,110.80815923287147,25.0,985.0,1,28.0,1
2011,1109,Muifa,2011-08-08 18:00:00,40.4565557106285,124.9426970119896,15.0,995.0,0,65.0,3
2011,1111,Nanmadol,2011-08-29 00:00:00,22.26141248771656,120.88470536591674,30.0,980.0,1,60.0,3
2011,1119,Nalgae,2011-10-04 06:00:00,18.634406408235304,110.2311871835294,23.0,990.0,1,50.0,2
2012,1206,Doksuri,2012-06-30 00:00:00,21.99943678364183,113.00140804089543,12.0,1000.0,0,23.0,1
2012,1208,Vicente,2012-07-24 00:00:00,21.897427430005827,112.98975689570513,38.0,970.0,2,45.0,2
2012,1209,Saola,2012-08-03 00:00:00,26.92611309437122,120.23694345281439,25.0,985.0,1,40.0,2
2012,1210,Damrey,2012-08-02 18:00:00,34.66292577656554,119.47975978202061,30.0,985.0,1,40.0,2
2012,1211,Haikui,2012-08-08 00:00:00,29.219482651079094,121.52882775827345,35.0,975.0,2,45.0,2
2012,1213,Kai-tak,2012-08-17 06:00:00,20.950615845231265,110.1633821587666,35.0,970.0,2,38.0,2
2012,1215,Bolaven,2012-08-28 18:00:00,40.635184117994314,125.39524645113087,23.0,980.0,1,55.0,3
2012,1216,Sanba,2012-09-18 06:00:00,45.09948724528176,133.06632483018782,18.0,994.0,1,65.0,3
2013,1305,Bebinca,2013-06-22 06:00:00,19.167473096011765,110.58615583604119,23.0,988.0,1,23.0,1
2013,1306,Rumbia,2013-07-02 00:00:00,20.988599632961748,110.35997532115847,25.0,980.0,1,30.0,1
2013,1307,Soulik,2013-07-13 12:00:00,25.94459845816664,119.6878107928335,28.0,985.0,1,55.0,3
2013,1308,Cimaron,2013-07-18 18:00:00,24.17750571610684,117.98437261828882,16.0,1002.0,0,23.0,1
2013,1309,Jebi,2013-08-02 12:00:00,19.53578445434001,110.880637100226,28.0,982.0,1,30.0,1
2013,1311,Utor,2013-08-14 12:00:00,21.58001179970931,111.87998230043603,35.0,970.0,2,60.0,3
2013,1312,Trami,2013-08-22 00:00:00,25.724263049261744,119.60294780295303,25.0,977.0,1,35.0,2
2013,1319,Usagi,2013-09-22 12:00:00,22.742084843221004,115.6027030487265,45.0,935.0,2,60.0,3
2013,1323,Fitow,2013-10-06 18:00:00,27.086036963368084,120.27446952870356,42.0,965.0,2,45.0,2
2013,1330,Haiyan,2013-11-11 06:00:00,21.670117841390866,107.35258838104315,20.0,995.0,1,78.0,3
2014,1407,Hagibis,2014-06-15 12:00:00,23.16347284507867,116.55461086196853,18.0,994.0,1,23.0,1
2014,1409,Rammasun,2014-07-18 12:00:00,20.141613856524152,110.69596535868962,60.0,910.0,3,72.0,3
2014,1410,Matmo,2014-07-22 18:00:00,23.060876904945445,121.33912309505456,40.0,960.0,2,42.0,2
2014,1415,Kalmaegi,2014-09-17 06:00:00,22.6049721895877,103.53756952603075,15.0,998.0,0,42.0,2
2014,1416,Fung-wong,2014-09-22 18:00:00,29.217279687959017,121.96090677068032,23.0,990.0,1,28.0,1
2015,1508,Kujira,2015-06-22 12:00:00,18.78325409972008,110.51674590027993,23.0,988.0,1,25.0,1
2015,1510,Linfa,2015-07-09 06:00:00,22.831093447040224,116.11343931775865,33.0,970.0,2,42.0,2
2015,1513,Soudelor,2015-08-08 00:00:00,23.749328208762414,121.56410761598931,42.0,955.0,2,68.0,3
2015,1515,Goni,2015-08-27 06:00:00,44.43634411262379,131.18189237202958,15.0,1000.0,0,55.0,3
2015,1521,Dujuan,2015-09-28 12:00:00,24.0,121.63406372070312,40.0,960.0,2,58.0,3
2015,1522,Mujigae,2015-10-04 12:00:00,21.17335789586798,110.4056827053126,33.0,975.0,2,52.0,3
2016,1601,NEPARTAK,2016-07-08 00:00:00,22.551450742239975,120.96702091768013,45.0,950.0,2,72.0,3
2016,1603,MIRINAE,2016-07-26 18:00:00,18.772743532483474,110.49079527261569,23.0,992.0,1,30.0,1
2016,1604,NIDA,2016-08-02 00:00:00,22.508867811214877,114.61896266074793,25.0,982.0,1,38.0,2
2016,1608,DIANMU,2016-08-20 00:00:00,22.43403980535535,101.98723737921136,10.0,998.0,0,23.0,1
2016,1614,MERANTI,2016-09-15 00:00:00,24.505872880087157,118.19412711991285,25.0,990.0,1,75.0,3
2016,1617,MEGI,2016-09-27 06:00:00,23.98761123143453,121.62340100729033,45.0,950.0,2,52.0,3
2016,1621,SARIKA,2016-10-18 06:00:00,18.77211139296795,110.4901994926577,33.0,975.0,2,55.0,3
2016,1622,HAIMA,2016-10-21 06:00:00,22.828905899101013,115.18554705044949,35.0,970.0,2,68.0,3
2017,1702,MERBOK,2017-06-12 15:00:00,22.148500421517184,114.5,25.0,988.0,1,30.0,1
2017,1707,ROKE,2017-07-23 06:00:00,22.381345292490906,114.49495515315911,15.0,1000.0,0,20.0,1
2017,1709,NESAT,2017-07-29 12:00:00,24.66390584537076,121.83158238530058,38.0,965.0,2,40.0,2
2017,1710,HAITANG,2017-07-31 00:00:00,25.384249997928443,119.65260000165725,23.0,988.0,1,23.0,1
2017,1713,HATO,2017-08-23 06:00:00,21.99255948717032,113.22232153848906,42.0,955.0,2,52.0,3
2017,1714,PAKHAR,2017-08-27 06:00:00,21.99179439663955,113.2164112067209,20.0,992.0,1,30.0,1
2017,1716,MAWAR,2017-09-03 18:00:00,22.76444211967167,115.83689260852532,15.0,1000.0,0,25.0,1
2018,1804,EWINIAR,2018-06-06 00:00:00,20.57325353080814,110.41976059242442,20.0,992.0,1,23.0,1
2018,1808,MARIA,2018-07-11 03:00:00,26.36684029783142,119.86840297831421,30.0,975.0,1,58.0,3
2018,1809,SON-TINH,2018-07-17 21:00:00,18.813629364649906,110.52266428184916,23.0,988.0,1,23.0,1
2018,1810,AMPIL,2018-07-22 06:00:00,31.69728961523114,121.80271038476886,25.0,982.0,1,28.0,1
2018,1812,JONGDARI,2018-08-03 06:00:00,30.70543663299516,121.29456336700484,20.0,990.0,1,42.0,2
2018,1814,YAGI,2018-08-12 18:00:00,28.26249757001359,121.42857420569875,20.0,990.0,1,28.0,1
2018,1816,BEBINCA,2018-08-15 15:00:00,20.736663326312506,110.38331663156252,20.0,990.0,1,28.0,1
2018,1818,RUMBIA,2018-08-16 21:00:00,30.845948129243695,121.70486224490757,23.0,982.0,1,25.0,1
2018,1822,MANGKHUT,2018-09-16 09:00:00,21.83993222695584,112.6501694326104,42.0,960.0,2,65.0,3
2018,1823,BARIJAT,2018-09-13 03:00:00,21.247049376350148,110.63532718277447,20.0,998.0,1,25.0,1
2019,1904,MUN,2019-07-02 18:00:00,18.9,110.51403892103764,18.0,992.0,1,18.0,1
2019,1907,WIPHA,2019-07-31 21:00:00,19.889358683630075,110.97871736726015,23.0,982.0,1,23.0,1
2019,1909,LEKIMA,2019-08-09 18:00:00,28.26237179189851,121.42822115607612,52.0,930.0,3,62.0,3
2019,1911,BAILU,2019-08-25 03:00:00,23.72073969692277,117.27096442430812,18.0,995.0,1,30.0,1
2019,1913,LINGLING,2019-09-07 18:00:00,41.32896747899809,126.41738048739886,20.0,985.0,1,55.0,3
2019,1914,KAJIKI,2019-09-02 03:00:00,18.8,110.52802547162314,18.0,995.0,1,18.0,1
2020,2002,Nuri,2020-06-14 03:00:00,21.64171112502943,112.01657774994113,18.0,995.0,1,20.0,1
2020,2003,Sinlaku,2020-08-01 00:00:00,18.78325409972008,110.51674590027993,13.0,995.0,0,18.0,1
2020,2004,Hagupit,2020-08-03 21:00:00,28.010618689282076,120.97362878643075,38.0,970.0,2,42.0,2
2020,2006,Mekkhala,2020-08-11 00:00:00,24.00876857709849,117.8304104743005,38.0,975.0,2,38.0,2
2020,2007,Higos,2020-08-19 00:00:00,22.0511105166685,113.29851931110866,30.0,980.0,1,35.0,2
2020,2008,Bavi,2020-08-27 06:00:00,40.464458494951096,125.03718893198696,20.0,990.0,1,45.0,2
2020,2009,Maysak,2020-09-03 06:00:00,42.01459142029423,128.9142347632843,23.0,975.0,1,52.0,3
2020,2010,Haishen,2020-09-07 18:00:00,42.00029978818649,128.49595203389018,20.0,990.0,1,60.0,3
2020,2016,Nangka,2020-10-13 12:00:00,19.153659439557284,110.57723426740452,25.0,988.0,1,25.0,1
2021,2104,Koguma,2021-06-12 03:00:00,18.4237672727462,110.07029090906724,18.0,995.0,1,20.0,1
2021,2106,In-fa,2021-07-26 03:00:00,30.626614635486895,121.14677072902622,25.0,978.0,1,42.0,2
2021,2107,Cempaka,2021-07-20 15:00:00,21.748946776457174,112.00210644708565,28.0,982.0,1,38.0,2
2021,2109,Lupit,2021-08-05 09:00:00,23.578316864854322,117.33495059456297,20.0,986.0,1,23.0,1
2021,2117,Lionrock,2021-10-08 15:00:00,19.195754575352325,110.60424542464767,20.0,990.0,1,20.0,1
2021,2118,Kompasu,2021-10-13 09:00:00,19.05646385742396,110.5646385742396,25.0,982.0,1,33.0,2
2022,2203,Chaba,2022-07-02 09:00:00,21.452327621276332,111.04767237872368,30.0,970.0,1,38.0,2
2022,2209,Ma-on,2022-08-25 03:00:00,21.4858036334343,111.35987491319199,30.0,982.0,1,35.0,2
2022,2212,Muifa,2022-09-14 18:00:00,30.845796935648192,121.70240175105818,33.0,975.0,2,50.0,2
2022,2222,Nalgae,2022-11-02 21:00:00,22.247008305232846,113.58831949127858,15.0,1002.0,0,33.0,2
2023,2304,TALIM,2023-07-17 15:00:00,21.10709148142086,110.349640369946,33.0,970.0,2,40.0,2
2023,2305,DOKSURI,2023-07-28 03:00:00,24.551281531962086,118.63076942551422,38.0,965.0,2,62.0,3
2023,2309,SAOLA,2023-09-02 06:00:00,21.759027816280867,112.02291655115741,25.0,990.0,1,62.0,3
2023,2311,HAIKUI,2023-09-03 09:00:00,22.9,121.25133086642929,42.0,955.0,2,48.0,2
2023,2316,SANBA,2023-10-20 03:00:00,21.15605895912671,109.7,20.0,998.0,1,25.0,1
2024,2402,MALIKSI,2024-05-31 18:00:00,21.522660916702527,111.58066522917562,18.0,998.0,1,18.0,1
2024,2403,GAEMI,2024-07-24 18:00:00,24.307520868437635,121.76165275437492,45.0,950.0,2,55.0,3
2024,2404,PRAPIROON,2024-07-21 18:00:00,18.65996300077941,110.31202959937647,28.0,985.0,1,30.0,1
2024,2411,YAGI,2024-09-06 09:00:00,19.759491667817066,111.00254166091467,60.0,920.0,3,62.0,3
2024,2413,BEBINCA,2024-09-16 00:00:00,30.87500031983488,121.88749888057792,42.0,965.0,2,42.0,2
2024,2414,PULASAN,2024-09-19 15:00:00,30.871350715138227,121.88581160607721,23.0,995.0,1,23.0,1
2024,2418,KRATHON,2024-10-03 06:00:00,22.529976725011657,120.32997672501166,38.0,965.0,2,60.0,3
2024,2421,KONG-REY,2024-10-31 06:00:00,23.044672373835976,121.33457976635252,48.0,945.0,2,60.0,3
