year,chinese_code,name,landfall_time,month,in_jjaso,landfall_lat,landfall_lon,landfall_wind_speed,landfall_pressure,landfall_wind_category,landfall_region,landfall_region2,max_wind,lmi_category,genesis_time,genesis_lat,genesis_lon,formation_region,track_length_km,pre_landfall_track_km,ocean_residence_days,phase_landfall,amp_landfall,group_landfall,active_landfall,phase_genesis,amp_genesis,group_genesis,active_genesis,tcp_total,tcp_depth,affected_area,n_days,coastal_total,coastal_depth,coastal_area,inland_total,inland_depth,inland_area
1973,7311,Kate,1973-08-24 18:00:00,8,True,19.631323211905027,110.97952277321367,30.0,972.0,1,South China,South China,30.0,1,1973-08-20 12:00:00,18.1,123.9,Western Tropical WNP,2779.649335585294,1545.547524472819,4.25,5.0,2.11027292140048,5-6,True,5.0,2.072488683398088,5-6,True,15418.05589188763,32.680634867229195,471779.57082309405,8,14936.668379614926,36.55352981175348,408624.5146922081,481.38751227270626,7.62231152601706,63155.05613088593
1973,7312,(nameless),1973-08-30 00:00:00,8,True,21.46289951014388,111.33710048985613,12.0,1001.0,0,South China,South China,25.0,1,1973-08-28 00:00:00,17.8,111.9,South China Sea,1268.8818778953953,455.13091784874143,2.0,1.0,0.2257652464131356,1-2,False,5.0,0.8133580569647819,5-6,False,29459.828919944106,56.252594217925854,523706.13888161315,7,25786.16770076353,72.319433020122,356559.31779206346,3673.6612191805707,21.978648443528517,167146.8210895497
1973,7314,Marge,1973-09-14 00:00:00,9,True,19.14157897147882,110.57631542781772,40.0,975.0,2,South China,South China,60.0,3,1973-09-10 00:00:00,14.9,129.0,Western Tropical WNP,2737.727661664365,2037.1300613903495,4.0,4.0,1.0282483838915768,3-4,True,4.0,0.8993548966784857,3-4,False,6590.864520954931,21.607949110055994,305020.3648382182,6,6581.4008227890745,21.8041728139463,301841.34380825976,9.463698165856002,2.9769221646136,3179.0210299584287
1973,7315,Nora,1973-10-10 06:00:00,10,True,24.332949149940603,118.11375593506534,25.0,990.0,1,East China,East/North China,70.0,3,1973-10-01 18:00:00,11.1,135.9,Western Tropical WNP,3032.9186535473023,2780.094733047309,8.5,6.0,0.9765317050510118,5-6,False,7.0,0.1674043847373434,7-8,False,8135.414169556643,24.107983292749516,337457.2676099113,10,6797.832940576696,43.17987633504252,157430.57918533066,1337.581228979946,7.429905202862766,180026.68842458067
1973,7318,Ruth,1973-10-18 12:00:00,10,True,18.181481218537517,109.61851878146248,35.0,973.0,2,South China,South China,40.0,2,1973-10-10 18:00:00,12.0,144.1,Eastern Tropical WNP,4398.414551850624,3859.498620649337,7.75,1.0,1.753721860609868,1-2,True,6.0,0.9765317050510118,5-6,False,25108.734240471713,60.087092755297796,417872.34311245504,11,16933.34350740422,70.15359296345827,241375.2851721293,8175.390733067492,46.32026634592188,176497.0579403257
1974,7405,(nameless),1974-06-08 06:00:00,6,True,21.521143398554194,111.65022180112452,15.0,995.0,0,South China,South China,25.0,1,1974-06-05 18:00:00,18.0,111.8,South China Sea,577.8695410275898,498.4769201410995,2.5,6.0,1.696364494139461,5-6,True,5.0,1.8651576355121644,5-6,True,6205.118376142833,22.592687548890392,274651.62622707046,4,5996.629678198889,27.02307264641667,221907.76588072634,208.48869794394267,3.9528524566631136,52743.860346344154
1974,7406,Dinah,1974-06-13 00:00:00,6,True,19.52696511256591,110.81124421203862,30.0,978.0,1,South China,South China,35.0,2,1974-06-06 06:00:00,10.4,138.9,Western Tropical WNP,3954.659890246723,3307.7551447522906,6.75,8.0,0.7547801032384528,7-8,False,5.0,2.063486505572081,5-6,True,22977.923269997038,55.20026457959938,416264.7307036477,9,21588.354330263384,63.34459809814668,340808.1348438615,1389.5689397336491,18.41547347717293,75456.59585978618
1974,7410,Jean,1974-07-19 18:00:00,7,True,28.25456857919918,121.60227157104003,25.0,995.0,1,East China,East/North China,30.0,1,1974-07-15 00:00:00,17.3,133.8,Western Tropical WNP,2528.227947059616,1989.6688880373938,4.75,2.0,0.8011503321255394,1-2,False,1.0,0.4053619161117404,1-2,False,2645.439430651296,7.5044734122531445,352514.9980985846,6,1826.598835037305,7.868166497127875,232150.50618261195,818.8405956139915,6.803007951760643,120364.49191597264
1974,7411,Ivy,1974-07-22 12:00:00,7,True,21.4998380347765,111.48764171957058,40.0,970.0,2,South China,South China,60.0,3,1974-07-17 06:00:00,11.8,139.5,Western Tropical WNP,3800.3841148549013,3245.7909575604945,5.25,2.0,1.2571432830501577,1-2,True,1.0,0.8608892852390704,1-2,False,21219.726645802017,31.723045296612067,668905.7260233533,7,18033.045681151758,54.13864818999923,333090.06198058184,3186.680964650255,9.489375588639552,335815.6640427713
1974,7412,Lucy,1974-08-11 12:00:00,8,True,24.875784159150385,118.80807194694988,15.0,990.0,0,East China,East/North China,25.0,1,1974-08-08 00:00:00,15.0,118.6,South China Sea,2101.457367956256,1133.7633162950951,3.5,6.0,0.999196383154223,5-6,False,7.0,1.1231270052294071,7-8,True,55854.21349202984,50.3299052634582,1109761.9437122713,6,31947.86836305004,73.59578841064312,434099.13872775185,23906.345128979796,35.38206477049974,675662.8049845194
1974,7413,Mary,1974-08-19 18:00:00,8,True,28.82571010889812,121.67997076228684,30.0,977.0,1,East China,East/North China,35.0,2,1974-08-11 00:00:00,16.0,153.0,Eastern Tropical WNP,4350.925853692017,4157.028647175734,8.75,7.0,0.3121673519815764,7-8,False,6.0,0.999196383154223,5-6,False,18412.061288029454,43.89379803317944,419468.40130151703,11,15435.355522668759,64.38291793789851,239743.0252781826,2976.705765360699,16.56252350794482,179725.37602333445
1974,7416,(nameless),1974-08-29 12:00:00,8,True,36.959948178041216,122.52503238872424,30.0,985.0,1,North China,East/North China,30.0,1,1974-08-27 00:00:00,24.3,131.4,North WNP,3217.7237079224483,1682.924754727498,2.5,8.0,0.5645959010031276,7-8,False,8.0,0.6974960965569792,7-8,False,25344.836566342892,19.707778746418597,1286032.1242924796,6,14787.300291333539,20.256006988064364,730020.4971318779,10557.536275009352,18.98797751572892,556011.6271606013
1974,7419,(nameless),1974-09-06 12:00:00,9,True,21.43522666556953,111.2931733179734,20.0,987.0,1,South China,South China,25.0,1,1974-09-03 06:00:00,21.8,116.8,North WNP,1328.205473797247,819.9309945039948,3.25,2.0,1.2679433361835089,1-2,True,1.0,0.725290442511649,1-2,False,17277.956361557524,28.193291190364064,612839.28310799,5,16174.389045219023,38.85763447258892,416247.3929448488,1103.5673163385038,5.61349359540066,196591.8901631413
1974,7420,Wendy,1974-09-28 18:00:00,9,True,24.87026490530577,121.82973509469424,30.0,986.0,1,East China,East/North China,30.0,1,1974-09-23 00:00:00,14.9,130.0,Western Tropical WNP,2081.1583938358167,1862.7320789281316,5.75,3.0,0.6454614330020144,3-4,False,2.0,0.6834471926192535,1-2,False,1309.1188978555338,9.166514389699856,142815.3431283054,8,1292.9499301376868,9.702716713691908,133256.48561017466,16.168967717846535,1.691516762037516,9558.857518130775
1974,7421,Bess,1974-10-13 18:00:00,10,True,19.39767592932568,110.68605557595409,20.0,995.0,1,South China,South China,40.0,2,1974-10-08 00:00:00,11.5,136.5,Western Tropical WNP,3484.903328794675,2998.1229081113406,5.75,5.0,1.829851400855004,5-6,True,5.0,1.346650138858823,5-6,True,2299.072078221667,13.335800336291607,172398.5077944702,7,2299.072078221667,13.335800336291607,172398.5077944702,0.0,,0.0
1974,7423,Della,1974-10-26 06:00:00,10,True,18.84068809285679,110.51518335000246,30.0,985.0,1,South China,South China,50.0,2,1974-10-20 06:00:00,11.8,134.8,Western Tropical WNP,3540.057401146769,2986.978037456271,6.0,7.0,0.595865674359052,7-8,False,5.0,1.7972130609193764,5-6,True,3510.791354696773,25.5428276228334,137447.2476789682,8,3510.791354696773,25.5428276228334,137447.2476789682,0.0,,0.0
1974,7427,Irma,1974-12-02 06:00:00,12,False,21.953487504334767,112.85348750433477,15.0,998.0,0,South China,South China,50.0,2,1974-11-22 00:00:00,10.3,140.2,Eastern Tropical WNP,4251.318434231931,3908.634419396807,10.25,7.0,1.4084392213764323,7-8,True,6.0,1.060299637448166,5-6,True,7699.15754235184,14.791094288852907,520526.567676213,12,5757.457892303057,19.93249882934415,288847.7727552686,1941.6996500487821,8.380998574821435,231678.79492094435
1975,7503,Nina,1975-08-03 06:00:00,8,True,23.83288267323534,121.57988085823509,45.0,950.0,2,South China,South China,65.0,3,1975-07-30 00:00:00,17.6,138.2,Western Tropical WNP,3830.172649744116,2013.9394913879357,4.25,5.0,1.040952984458988,5-6,True,5.0,1.137309031708835,5-6,True,79531.3951710313,54.814455156478715,1450920.1075517978,10,10633.154422521577,40.45659255630518,262828.7196387822,68898.24074850972,57.99069116184353,1188091.3879130154
1975,7504,Ora,1975-08-12 12:00:00,8,True,28.248085433864087,121.5845949587262,35.0,980.0,2,East China,East/North China,40.0,2,1975-08-09 00:00:00,18.7,126.6,Western Tropical WNP,2707.661257041857,1292.9102886340777,3.5,5.0,0.973565352387876,5-6,False,4.0,0.5589469299872245,3-4,False,67483.00891937879,62.41559066927398,1081188.34085791,9,15093.345135311394,42.95574205542911,351369.675230736,52389.66378406738,71.78449421959633,729818.6656271741
1975,7506,(nameless),1975-08-12 00:00:00,8,True,18.286295661022866,109.36209855367429,12.0,990.0,0,South China,South China,20.0,1,1975-08-09 06:00:00,18.4,116.0,South China Sea,1919.0345695176322,879.801001749162,2.75,5.0,0.973565352387876,5-6,False,4.0,0.5589469299872245,3-4,False,32998.12575647545,43.58620895922227,757077.2164963312,7,23351.531648923206,69.03168856831044,338272.64164073946,9646.59410755224,23.033640716266024,418804.57485559175
1975,7510,Alice,1975-09-19 18:00:00,9,True,18.95772448656693,110.50826361243833,30.0,980.0,1,South China,South China,35.0,2,1975-09-15 12:00:00,11.4,131.2,Western Tropical WNP,3065.0242283064185,2410.578257369315,4.25,1.0,0.1881282960781586,1-2,False,2.0,0.6946891324080706,1-2,False,4512.482718070276,14.94995367215746,301839.24425627134,6,4495.087905490138,15.371169950412442,292436.2894946409,17.394812580138595,1.849930476228557,9402.954761630448
1975,7511,Betty,1975-09-22 12:00:00,9,True,22.466048624721445,120.93951375278552,35.0,965.0,2,South China,South China,40.0,2,1975-09-16 06:00:00,10.2,140.6,Eastern Tropical WNP,4098.28658674637,3307.1866901675357,6.25,2.0,0.5098938522120421,1-2,False,1.0,0.8893111199937045,1-2,False,11005.183157438492,23.78677887886105,462659.66541685193,9,8718.797447720273,40.50439044223977,215255.61433034003,2286.3857097182185,9.241504735582193,247404.05108651193
1975,7513,Doris,1975-10-05 18:00:00,10,True,21.79374599592469,112.4979153319749,35.0,970.0,2,South China,South China,35.0,2,1975-10-01 00:00:00,10.0,115.6,South China Sea,3956.6831627155234,1433.49092921592,4.75,5.0,2.086529820044879,5-6,True,5.0,1.9715905442890416,5-6,True,38410.59816075933,45.99991537090173,835014.5397236275,7,25944.950301967463,57.76031447984906,449182.98204589804,12465.647858791868,32.30852326808361,385831.5576777295
