year,chinese_code,name,landfall_time,month,in_jjaso,landfall_lat,landfall_lon,landfall_wind_speed,landfall_pressure,landfall_wind_category,landfall_region,landfall_region2,max_wind,lmi_category,genesis_time,genesis_lat,genesis_lon,formation_region,track_length_km,pre_landfall_track_km,ocean_residence_days,phase_landfall,amp_landfall,group_landfall,active_landfall,phase_genesis,amp_genesis,group_genesis,active_genesis,tcp_total,tcp_depth,affected_area,n_days,coastal_total,coastal_depth,coastal_area,inland_total,inland_depth,inland_area
1961,6121,Olga,1961-09-09 18:00:00,9,True,22.75749479689292,115.04250520310708,35.0,980.0,2,South China,South China,35.0,2,1961-09-04 00:00:00,15.0,126.5,Western Tropical WNP,2490.3313616911546,1998.4282512811124,5.75,1.0,0.8664776146102409,1-2,False,1.0,0.9613839573966864,1-2,False,32071.394808347366,47.75236026641722,671619.0493918308,8,20029.52389177145,83.35578711797383,240289.54178578596,12041.870916575912,27.918031816117637,431329.50760604476
1961,6122,Pamela,1961-09-12 06:00:00,9,True,24.69360795532272,118.72045454296727,40.0,970.0,2,East China,East/North China,85.0,3,1961-09-05 00:00:00,18.0,155.0,Eastern Tropical WNP,4771.444969567829,4126.163357592795,7.25,2.0,0.7018997273892187,1-2,False,1.0,0.7838441518482151,1-2,False,22439.204917706884,31.035650926084774,723013.832419646,9,12322.12376837186,48.574543929401536,253674.5128534998,10117.081149335025,21.55600591633188,469339.3195661462
1961,6125,Sally,1961-09-29 06:00:00,9,True,22.57071014134943,114.91420282698854,20.0,990.0,1,South China,South China,40.0,2,1961-09-21 12:00:00,11.0,156.0,Eastern Tropical WNP,5181.446222993301,4637.8372509452165,7.75,5.0,0.6731285837785197,5-6,False,3.0,0.6316272538532015,3-4,False,24651.758558871064,39.63056169992959,622039.0905767774,10,18999.736943911175,50.25561531236039,378061.9703055985,5652.02161495989,23.16619529190979,243977.12027117875
1961,6126,Tilda,1961-10-04 06:00:00,10,True,28.93126790517217,121.57394341235651,25.0,980.0,1,East China,East/North China,60.0,3,1961-09-25 12:00:00,11.2,161.3,Eastern Tropical WNP,8797.065255644451,4811.900550223364,8.75,4.0,0.2715456936564693,3-4,False,4.0,0.8074366697191677,3-4,False,16767.02248030347,47.376841515268325,353907.56209233357,14,14575.079902299289,61.1384146367993,238394.79628126518,2191.9425780041784,18.97576049377348,115512.76581106836
1962,6205,Kate,1962-07-22 18:00:00,7,True,22.71780396407678,121.1098169970064,30.0,970.0,1,South China,South China,40.0,2,1962-07-16 12:00:00,14.9,124.1,Western Tropical WNP,3127.312318848824,1609.6380042625105,6.25,7.0,1.172070813995974,7-8,True,6.0,1.4221252264143338,5-6,True,33692.199505794,34.40134472976499,979386.119073496,11,20609.867420883835,43.90628922102494,469405.8137578751,13082.332084910173,25.652622167073037,509980.3053156209
1962,6208,Opal,1962-08-05 12:00:00,8,True,24.086243340123165,121.61283954921838,65.0,920.0,3,East China,East/North China,75.0,3,1962-07-30 00:00:00,8.5,152.6,Eastern Tropical WNP,10115.260920508197,3888.9758287232926,6.5,3.0,0.3118310122286253,3-4,False,6.0,0.8114699056446494,5-6,False,46074.641618650014,36.499302412335446,1262343.0743454006,15,33000.062458678825,46.079852193732314,716149.4858954307,13074.57915997119,23.93762840950813,546193.5884499699
1962,6209,Patsy,1962-08-10 12:00:00,8,True,19.603455777653675,110.96080890919244,35.0,975.0,2,South China,South China,35.0,2,1962-08-05 00:00:00,9.5,141.7,Eastern Tropical WNP,4614.674334582118,3673.9772976970967,5.5,1.0,0.4518198680766789,1-2,False,3.0,0.3118310122286253,3-4,False,21121.446528173645,29.920152668983278,705927.0974265178,8,18742.190801976532,43.02575188307649,435604.0273952419,2379.2557261971115,8.80152672845065,270323.07003127586
1962,6213,Wanda,1962-09-01 12:00:00,9,True,22.532300310959304,113.58694891164244,25.0,976.0,1,South China,South China,50.0,2,1962-08-25 00:00:00,6.6,155.0,Eastern Tropical WNP,5838.840956344599,4837.010737825666,7.5,4.0,0.858913427967573,3-4,False,1.0,1.3626834539915909,1-2,True,41104.37887608936,66.28872323561859,620081.016344013,12,31209.191045167467,90.44577116719361,345059.70420082647,9895.187830921896,35.97971282229242,275021.3121431866
1962,6214,Amy,1962-09-05 06:00:00,9,True,23.727710083176003,121.553014708884,40.0,960.0,2,South China,South China,65.0,3,1962-08-28 18:00:00,14.3,149.5,Eastern Tropical WNP,7488.628304631852,3400.260023609091,7.5,4.0,0.8580411582486444,3-4,False,1.0,1.3767967101649714,1-2,True,52857.519441270626,63.757476144656195,829040.3359340136,14,44405.39872673906,72.34459542745927,613803.954039177,8452.120714531562,39.26901502489121,215236.38189483664
1962,6216,Carla,1962-09-21 18:00:00,9,True,18.46896831561444,110.07814786046596,35.0,985.0,2,South China,South China,35.0,2,1962-09-18 06:00:00,15.0,119.7,South China Sea,1877.0000995272258,1124.928242185553,3.5,4.0,0.5014487086277848,3-4,False,4.0,0.7980214828496526,3-4,False,7115.059030005359,18.57535229166664,383037.63601820625,6,6973.650640708274,20.442291391261072,341138.4030896585,141.40838929708534,3.3749636786485806,41899.232928547775
